fromStopId,toStopId,routeId,orientation,averageSpeed,sampleCount
501201,501151,441,0,31,3400,294
514056,500156,347,0,29,3320,95
514197,514198,347,1,20,1597,11
502100,602100,427,1,25,2483,16371
502401,502451,421,1,28,8439,132
513231,513014,2212,1,20,2607,20
517033,517083,371,0,26,4255,1475
516139,516193,251,1,30,0734,574
515142,515143,2212,1,24,2426,25
514415,514076,283,1,22,0984,203
500851,500950,140,0,25,8530,453
502312,602312,2211,1,22,6626,78
511425,511426,271,0,39,0737,2
514215,514054,142,1,43,4674,192
600101,600102,282,1,28,8199,2
514433,515061,352,1,35,7771,69
501950,502000,441,1,35,5760,12
501500,501550,131,0,19,5436,1463
519050,519068,306,1,24,6311,73
515154,515155,352,1,11,1962,3
516185,516186,377,1,38,6550,1
502651,502701,150,1,20,8112,1347
502150,502200,431,1,38,6451,17
511187,511069,3192,1,34,7364,48
514376,514278,283,0,30,9924,5
502500,502450,427,1,25,1304,663
512120,512121,322,1,2,6990,1
517015,500055,375,0,23,6178,15097
511361,511195,311,1,38,5932,2
514012,514010,2212,1,29,1793,14
513059,513308,336,1,51,9954,4
512093,512122,322,1,16,1059,21
501001,501502,421,1,25,0425,12509
500102,512019,2212,1,32,9475,12
512156,512157,324,0,27,8830,208
514212,514213,142,1,18,1474,230
515238,515015,352,1,25,4969,5316
502600,514379,251,0,10,5956,240
511251,511020,318,1,31,5494,173
517212,516233,272,0,19,9118,1257
500500,500602,131,1,30,8402,19
511020,511043,217,1,28,1982,296
600105,600107,321,0,35,9768,135
501853,601853,217,0,25,8379,54488
501950,502050,421,0,29,0770,389
514249,514483,142,0,14,9340,66
513161,513162,283,0,24,1886,222
603007,503007,283,0,27,7537,16
516060,516062,272,1,35,1311,16
513172,513057,722,1,21,8879,17557
514368,500166,353,0,27,2818,33
514111,514122,251,1,30,0555,1
604008,604015,283,1,27,8698,2
515193,515059,353,0,23,8223,34261
514275,514183,355,1,42,9822,5
600108,500108,332,1,19,3158,1599
516069,516068,272,0,27,5744,12
502950,502900,150,0,56,2888,2
501601,501001,131,0,34,6994,289
513014,513035,2212,1,30,5965,7
512181,512035,427,1,24,8829,885
519282,517258,370,1,26,8975,310
611429,511429,3142,0,26,9487,229
514384,514373,283,1,28,0661,1525
518198,518196,555,1,26,9185,18774
515078,515245,651,1,29,5374,12049
518060,518149,2212,1,17,9127,12
514278,502651,283,0,4,6402,1
519115,519107,370,1,21,7756,9319
501951,501851,441,0,24,9213,1800
500109,500111,323,1,21,5187,692
500052,500053,557,1,24,1176,17211
501900,501950,131,1,28,1109,219
501853,501803,131,0,46,9332,2
515126,514301,353,0,35,6287,4
516122,516027,2273,1,32,7637,62
502101,501951,431,0,44,7003,13
513013,513062,2212,0,32,2274,9
513130,513186,332,1,21,0857,18048
514371,514381,283,1,28,0895,1162
502900,502850,150,0,42,9292,33
516249,516145,377,1,21,5499,3902
514076,514377,283,1,23,0075,606
514030,514031,251,0,48,7797,1
516079,519022,272,1,24,6633,4457
518188,518189,385,0,44,3856,334
511421,511422,271,1,46,2332,3
511429,511430,551,1,27,5078,82
502601,502651,251,1,28,4116,113
501200,501250,140,1,28,6673,288
514399,514407,2212,1,32,3664,18
514291,514292,385,0,31,6103,45
516128,511309,271,1,23,7862,4835
511270,511271,3132,1,26,9253,203
514206,514207,347,0,35,0571,286
501601,501001,437,0,20,2433,2043
519080,519051,302,0,14,4325,209
518189,518119,385,0,24,9714,133
514535,514209,347,0,36,9144,4
501500,501550,140,1,18,8123,422
514213,514214,347,0,17,6166,38
517028,517026,371,0,20,1324,3
501052,501100,140,1,41,8274,58
514096,514098,283,1,30,7211,181
502750,503002,150,0,23,5942,5074
514548,514249,357,1,26,9939,788
516170,516171,2212,1,21,0712,8
513241,513242,722,1,25,9865,9
511194,511361,311,1,61,7922,4
511335,511248,318,1,36,0889,97
516193,511276,251,1,25,5005,468
518113,518114,385,1,27,7533,7966
518171,518050,2212,1,28,1826,4
516139,516138,377,0,21,4344,4146
501500,501552,142,1,17,8885,774
501403,502950,150,0,19,1138,1
516078,516235,272,0,59,7757,2
513043,513044,321,0,8,4083,7
519067,519050,302,1,44,5678,30
514202,514232,347,1,28,6042,1809
514214,514215,142,1,37,1034,38
516233,501950,272,0,41,2583,1
514202,514232,142,0,26,7895,11
514054,514055,142,1,28,2776,308
603012,603007,283,0,44,1702,5
513132,513130,332,1,22,9609,47322
500156,514020,347,1,25,9433,2512
516071,516069,272,0,21,5299,136
502151,502101,431,0,49,9937,7
516146,516128,271,1,19,6509,4
501800,501854,427,1,9,1370,10
511020,511256,318,1,31,7814,131
501652,501702,131,1,24,5165,3894
504019,500200,431,1,39,5645,16
517026,517023,371,0,61,5059,1
511100,511223,271,1,15,2690,3
513014,513309,332,1,29,0899,11
514206,514207,142,1,31,3641,12
514181,514182,355,1,44,6742,2
513103,513105,2212,0,23,6080,15
519050,519068,302,1,16,6065,50
516187,517200,377,1,57,6328,1
502751,502801,150,1,37,0872,322
502600,602600,150,0,33,0823,9178
516020,516022,2273,0,54,0177,2
511341,511343,318,0,55,0894,24
516195,516139,2211,1,20,3824,19
518030,514002,2212,0,16,3780,63
502001,501951,131,0,24,6420,592
514152,514153,283,0,39,9413,121
512144,512153,323,1,21,9581,889
502151,502101,131,0,23,3126,253
502650,502600,150,0,41,1494,57
516275,516196,377,1,18,6891,469
502051,501951,421,1,26,1905,2002
513033,513034,321,1,47,8747,5
519264,519109,370,1,17,7706,389
519135,519136,427,1,43,7260,3
501051,500163,441,0,25,3623,1289
502200,502300,421,0,24,6451,1877
502100,502150,2273,1,50,7598,2
514183,514469,355,1,14,2455,42
519164,519165,427,0,20,9178,454
514308,514309,353,1,39,5129,14
514503,518187,385,1,21,4848,1
500167,600167,385,1,25,9699,1031
515194,515126,353,0,25,8424,374
602600,602601,150,0,26,2792,47
513290,513104,2212,1,16,0603,21
500111,500112,552,1,12,6270,261
513009,513158,283,0,29,8910,352
513151,513152,283,1,47,3282,6
502051,502001,441,0,17,9025,28
516063,516061,272,0,34,2493,6
512164,512165,324,0,25,0984,8219
501602,501652,131,1,31,8426,1867
514432,514433,355,0,22,8931,40883
517039,517015,3721,1,30,4352,20
514195,514196,355,1,44,0667,4
514182,514175,355,1,45,9278,2
517268,517121,377,0,37,0879,19
517257,517195,370,1,29,3542,717
519093,519094,304,1,23,0716,35028
512023,502350,142,0,37,0447,226
501950,502102,431,1,38,7891,24
501251,501201,140,0,33,0798,53
511226,511033,3133,0,22,1634,168
500052,517014,3721,1,12,4923,18
501401,501450,131,0,30,1717,5180
500602,500750,131,1,21,9143,3218
517121,517122,377,0,25,2805,12
517164,517076,373,1,27,6022,20633
500401,500353,131,0,28,1388,7845
514376,514278,2141,0,21,8120,264
503005,502751,452,1,30,9919,18
514039,514208,142,1,30,3498,22
519270,519138,427,0,24,4315,11
501201,501151,140,0,17,7927,34
514276,514174,355,0,16,9315,3
514076,514376,357,1,19,4618,971
516232,516167,271,0,31,7030,19494
511192,511193,311,1,65,0615,1
501853,501753,437,0,27,9262,1884
500450,500500,131,1,37,5577,20
517014,517248,3721,1,24,7857,12
512133,512104,2242,1,28,1561,49
516169,516170,251,1,21,9952,766
517259,517072,376,1,27,2048,77
503007,502700,283,1,42,8905,1
604016,604019,431,0,30,7924,2
500750,500850,131,1,23,2454,6128
501452,501502,272,1,32,8391,489
516124,516195,377,0,24,0856,145
502701,503005,150,1,28,4504,6604
519082,519083,303,1,23,6614,31759
501854,501950,441,1,33,4715,229
500200,500250,437,1,19,0863,1732
514379,514415,355,0,30,9760,145
511078,511079,3192,1,21,2046,57
514197,514198,142,0,22,0669,12
513112,513063,2212,1,36,2759,15
514404,514074,357,1,10,8476,1
500601,500401,437,0,24,8736,1006
502201,502151,217,0,34,5865,295
511243,516254,272,1,35,6148,293
514176,514485,355,0,47,1550,2
511279,511284,251,1,31,2459,324
514020,514021,347,1,29,9379,141
513219,513220,2242,1,38,3843,2
511016,511251,318,1,30,6159,155
500850,501002,437,1,22,8434,1422
500201,504017,437,0,41,3061,151
514199,514200,347,1,41,3654,3
500250,500300,437,1,24,7482,1749
502000,502050,441,1,29,4312,9
514367,514400,353,1,37,6442,45
502103,516019,2273,0,18,1523,67
500058,500060,557,1,25,6662,28989
601853,601854,217,0,14,7481,180
513310,513212,336,0,38,2032,42
502101,502051,131,0,26,2197,738
517068,517259,376,1,26,6111,31542
500400,500450,131,1,22,8586,1092
502150,502200,131,1,27,6025,47
516235,516077,272,0,24,6361,93
514147,514212,142,1,28,6763,10
500163,600163,441,0,28,1815,1982
515059,515060,353,0,22,4232,17300
514122,514123,251,1,38,7152,5
500251,500201,437,0,25,5409,1348
513163,513165,283,1,29,7660,1
501852,501950,421,0,31,8840,297
514113,513141,283,1,33,5272,53
517171,517172,376,1,32,8951,29
513159,513160,283,0,24,9462,279
514080,514082,283,1,56,7451,51
500060,500061,557,1,25,4467,45836
514037,514035,251,0,37,7086,1
518119,518120,385,0,27,6279,8
512014,512181,427,1,35,8497,10
514208,514535,347,0,37,4879,3
511106,511469,271,1,30,2703,63500
500108,500109,552,1,23,0564,1841
502700,502650,452,0,37,1483,198
511346,511250,311,0,22,1608,52
500056,517154,373,1,22,3162,14256
504016,604016,431,0,21,8572,35
