fromStopId,toStopId,routeId,orientation,averageSpeed,sampleCount
512178,519165,305,0,24,7370,1
501151,501101,441,0,28,7534,125
502700,502650,251,0,19,1171,45
513138,513136,332,1,22,4734,55
511232,511334,318,1,33,8740,27
514290,514291,385,0,33,1497,22
513168,513110,332,1,33,6367,1
516138,516141,377,0,38,3456,8
514467,514023,347,1,9,0328,2
519052,519281,306,0,24,2393,3082
512089,512090,322,1,48,8386,12
513141,513142,283,1,31,3875,13
511278,511279,251,1,25,8591,340
514097,514218,283,0,25,6114,43
511033,502310,3133,0,20,3515,150
516170,516171,251,1,25,3900,236
500109,500110,552,1,8,2433,10
518149,516168,2212,1,14,0851,5
512029,512093,322,1,10,9859,2
513317,513318,553,1,21,9771,2793
519079,512101,305,0,27,0420,509
516231,516232,271,0,20,4347,1873
511459,502314,318,0,36,1242,7
500250,500300,431,1,51,7650,2
501150,501200,441,1,12,8690,51
511276,511278,2212,1,10,6468,6
604009,504009,437,0,20,1755,31
513075,513076,722,1,13,8129,591
516070,516072,272,1,30,8564,7
514153,514154,283,0,20,6404,52
500100,500101,552,1,21,3273,5990
512033,500108,322,1,28,2430,253
502151,502051,421,1,33,6613,24
514156,514365,283,0,35,0071,111
514195,514196,142,0,32,8877,255
516195,516139,2212,1,25,1751,9
516139,511276,2212,1,14,7052,5
514194,514195,347,1,26,1976,74
512022,512023,142,0,58,8380,5
516145,516275,377,1,18,1047,33
514278,502601,251,1,47,1071,15
502302,511178,311,1,24,0908,11400
511252,511459,318,0,34,4589,23
515128,515190,353,1,17,9019,361
511282,511222,251,0,12,2191,73
513158,513159,283,0,15,7915,56
501602,501700,437,1,32,6008,105
514175,514275,355,1,49,5066,1
517015,500056,373,0,22,5573,3748
513136,513310,336,0,22,4570,1891
500750,500850,437,1,17,2700,156
500112,500113,552,1,24,5860,11
516234,515144,251,0,24,4921,64
513307,513111,334,1,24,9813,7489
512014,512124,323,1,27,0475,787
514306,514307,353,1,32,2369,5
500152,500163,554,1,22,0805,4853
514020,514021,142,0,26,5555,2189
502650,502600,452,0,31,3013,11
504017,604017,437,0,38,9773,36
503002,502700,150,0,33,8370,412
511265,502302,311,0,41,5289,1
502150,502200,217,1,29,2289,318
501652,501852,431,1,23,1291,93
511248,511134,318,1,44,8267,13
512087,512144,323,1,24,6347,1870
502314,602314,318,0,24,5236,4153
514208,514535,142,1,34,9782,5
500103,500108,552,1,26,9823,696
514367,514400,283,0,49,8041,1
515191,515192,353,0,7,0026,16
502300,502201,431,0,49,0928,3
600050,500050,371,0,22,1465,1947
500113,500114,552,1,22,6620,62
519142,519021,272,0,18,9358,110
502401,512206,427,0,25,8054,582
515143,516230,2212,1,17,6214,11
500200,500250,431,1,38,6441,11
513144,513150,283,1,39,1981,11
518136,518155,282,1,22,4745,3287
513316,513317,553,1,34,1467,15
618196,518196,357,1,24,8026,4913
511257,511021,318,0,31,5808,25
513071,513075,722,1,17,6167,679
501700,501750,437,1,31,2583,102
501951,501855,421,1,25,5647,31
501002,501702,421,0,18,2628,25
514400,514370,283,0,45,7106,1
516230,516195,2212,1,43,3778,5
600167,600161,385,1,31,5287,8
517067,517068,376,1,23,4021,455
511334,511132,318,1,47,6852,12
513134,513132,332,1,18,8067,39
502400,502350,305,1,23,9482,1841
500159,501052,140,1,28,1264,25
515192,515193,353,0,23,0490,33
500055,500058,557,1,30,1041,286
512022,512023,427,1,27,0782,128
517066,517067,376,1,50,0263,2
512124,512085,323,1,25,7706,87
512021,512022,142,1,24,8163,487
502350,512009,305,1,30,4449,184
502651,502701,251,1,17,4380,43
514382,514367,283,0,22,1032,76
501550,500601,131,0,21,0579,150
518058,518060,2212,1,23,7972,6
501552,502351,142,1,20,3263,64
511136,511344,318,0,40,2152,24
514099,514113,283,1,37,8604,2
517214,517168,375,1,27,0153,2772
501750,501853,437,1,25,4883,2007
514193,514376,355,1,24,1476,267
601854,501854,217,0,18,3521,2531
514154,514155,283,0,30,9498,30
501250,501300,441,1,20,1445,81
602313,502313,318,0,26,6888,1770
514039,514208,347,0,31,2008,154
514122,514123,355,1,21,3827,2
511021,511252,318,0,33,1203,24
511407,511408,3133,0,29,0660,12
512021,502451,427,0,27,3218,156
500201,504016,431,0,33,1012,8
518111,518019,385,1,21,7518,1080
502200,511020,217,1,23,2834,163
513136,513134,332,1,21,8388,25
516168,516169,251,1,22,0506,528
512187,512032,322,1,21,3397,1
513014,513017,332,1,32,3085,2
518058,518060,251,1,24,5366,184
502401,512206,272,1,33,2922,1086
500200,500250,131,1,36,6325,65
513051,513052,333,1,25,0395,5369
501750,501852,421,0,20,8709,58
514467,514194,142,0,26,1878,90
517046,517167,373,0,31,7264,1
501002,501602,437,1,23,7748,121
514303,514304,353,0,34,8778,4
500301,500251,131,0,24,7690,253
516072,516074,272,1,35,8282,7
500900,500952,272,0,19,8320,85
514486,514487,355,0,39,7799,1
519107,519108,370,1,22,9549,656
518114,518115,385,1,44,8541,24
500101,500102,552,1,24,0521,43
501405,501452,272,1,23,9003,2641
517050,517166,373,0,41,9951,1
602600,602601,452,0,19,8581,16
514428,514201,347,1,43,2810,1
513251,513256,2212,0,34,5245,1
513007,513008,283,0,33,9531,50
500851,500950,142,0,22,4624,489
512185,512186,323,1,32,2995,184
512090,512091,322,1,40,0784,180
512001,513003,427,1,15,6227,46
500110,512061,322,1,27,6941,2
519051,519052,302,0,21,4166,658
501200,501250,441,1,26,8822,93
613185,600108,332,1,18,4566,11
511276,511278,251,1,26,6686,163
501853,501651,431,0,21,7546,86
600051,600050,371,0,17,6292,16
513111,513011,334,1,28,4898,1729
500102,500103,552,1,23,1038,176
513142,513143,283,1,44,0268,12
502700,502650,150,0,33,5976,28
513215,513138,332,1,30,4324,24
514374,514376,283,0,32,4815,1
516230,516195,251,1,26,6637,181
513186,513187,332,1,16,8859,250
501351,501301,140,0,50,2165,1
518118,518185,385,1,17,9557,45
514209,514429,142,1,34,5292,3
516171,515142,2212,1,25,0523,7
517084,517028,371,0,30,8618,29
501753,501701,421,1,19,6363,51
502000,502102,217,1,32,5894,78
514174,514277,355,0,48,1592,1
512091,512092,322,1,17,0196,145
518197,518198,555,1,24,5114,2751
517195,517196,370,1,20,3182,69
501350,501854,441,1,25,8134,18
515158,514432,352,1,18,4686,13
514155,514156,283,0,34,7100,29
516273,516274,377,1,34,6727,29
502150,502200,421,0,40,4396,4
513048,513172,722,1,24,2812,832
512020,512021,142,1,27,0466,32
602601,502601,150,0,20,3324,170
516074,516076,272,1,40,6206,6
604009,504009,131,0,10,6559,37
516058,516060,272,1,22,4288,2
514468,514173,355,0,28,4846,3
519266,519164,427,0,35,2140,1
514173,514276,355,0,28,5590,2
516177,516056,272,1,41,9628,1
502600,602600,452,0,23,7243,1051
600166,600161,353,0,22,2231,2
602314,602313,318,0,24,7720,49
502601,502651,150,1,31,3038,15
514379,514415,283,1,24,5648,89
515077,515078,651,1,26,7360,1156
502700,502650,283,1,14,7682,45
501701,501601,437,0,31,4910,80
514211,514147,142,1,27,5802,6
513003,519135,427,1,29,0976,1
500053,500054,557,1,21,6458,971
519080,519051,306,0,10,5392,44
502301,514001,251,0,22,9897,4534
514373,514431,283,1,38,8623,20
504009,500200,131,1,73,0227,1
518132,518133,282,1,16,6811,1304
501854,502000,217,1,33,5376,64
515142,515143,251,1,20,4881,587
514098,514099,283,1,30,1259,9
514304,514305,353,0,9,1323,44
500300,500400,437,1,24,6610,612
601855,501855,271,1,22,9538,1712
512206,512021,427,0,24,3065,172
512009,513003,305,1,25,0491,515
513008,513009,283,0,31,2448,67
519166,502400,305,0,27,5991,725
514204,514205,347,1,13,9711,63
502651,502701,283,0,28,0489,3
517045,517046,373,0,49,3922,1
501201,501151,441,0,33,4413,45
501001,501401,131,0,32,4408,7
514443,514384,283,1,25,4047,46
514056,500156,347,0,35,5683,14
514197,514198,347,1,15,6843,2
501251,501201,441,0,29,3485,56
514278,514432,355,1,23,2115,58
512206,512021,272,1,24,2308,3503
502100,602100,427,1,23,0408,1051
502401,502451,421,1,16,2995,2
502151,502103,217,0,30,4611,60
515190,515191,353,0,44,9981,22
518149,516168,251,1,23,2319,129
517033,517083,371,0,25,6850,145
502450,512022,427,1,24,0597,88
500105,600105,321,0,46,1856,85
516139,516193,251,1,29,9716,90
513143,513144,283,1,34,3923,5
515142,515143,2212,1,24,2426,25
514415,514076,283,1,22,0297,5
500851,500950,140,0,23,7808,55
514197,514122,355,1,12,9994,3
514215,514054,142,1,34,8851,31
514433,515061,352,1,38,2987,8
511344,511257,318,0,47,7071,1
501500,501550,131,0,19,0757,189
514209,514429,347,0,34,4090,1
519050,519068,306,1,24,5942,16
501301,501251,441,0,40,5818,17
502651,502701,150,1,18,4586,97
502150,502200,431,1,32,2049,8
516062,516064,272,1,41,3917,2
514432,514433,352,1,20,3498,6706
517076,517249,373,0,23,3258,2301
514376,514278,283,0,31,1770,1
600101,600102,2212,0,13,4606,3
514429,514210,142,1,46,5157,3
502500,502450,427,1,25,7429,395
501855,501753,421,1,22,5123,41
518204,518111,385,0,24,8156,2994
502351,502401,421,1,20,3765,23
502400,512001,427,1,45,0512,4
517015,500055,375,0,22,7667,2466
511134,511337,318,1,36,3672,46
500602,500750,437,1,19,2258,85
514194,514195,142,0,32,6108,659
512093,512122,322,1,10,5321,4
501001,501502,421,1,23,7346,631
500102,512019,2212,1,53,9579,2
517163,517164,373,1,15,6132,3
502001,501853,217,0,30,5324,139
500301,500251,437,0,23,7244,475
515238,515015,352,1,25,4289,557
514212,514213,142,1,24,3645,28
514195,514196,347,1,33,9950,2
502600,514379,251,0,10,3491,52
511251,511020,318,1,26,4590,28
517212,516233,272,0,21,5350,231
603001,603004,282,0,26,7515,38
518117,518118,385,1,25,8005,36
500500,500602,131,1,36,3368,4
512019,513252,2212,1,27,9829,2
501351,501301,441,0,29,7425,40
511020,511043,217,1,22,5138,177
600105,600107,321,0,42,5070,26
501853,601853,217,0,26,2629,5364
519025,519142,272,0,31,3636,69
501950,502050,421,0,24,3155,48
514249,514483,142,0,6,0042,2
513161,513162,283,0,27,1170,41
516060,516062,272,1,51,2024,1
513172,513057,722,1,20,0209,803
514368,500166,353,0,29,0375,5
514021,514467,142,0,28,0070,202
515193,515059,353,0,22,8432,2541
511315,517212,272,0,34,7970,3
514275,514183,355,1,36,3561,2
514232,514233,347,1,22,8417,386
600108,500108,332,1,19,5213,99
516069,516068,272,0,21,0057,5
519165,502401,427,0,27,3979,70
514201,514534,142,0,27,4918,166
503012,603012,283,0,28,5513,4944
501601,501001,131,0,40,7952,17
500101,600101,2212,0,23,8154,96
500950,501002,131,1,22,6677,125
512181,512035,427,1,25,0408,476
519282,517258,370,1,25,3222,25
611429,511429,3142,0,26,9487,229
500850,500950,131,1,24,4768,60
514384,514373,283,1,32,9933,42
501651,501405,431,0,22,0580,1373
514210,514211,142,1,44,2865,3
518198,518196,555,1,26,1070,1478
515078,515245,651,1,28,3449,999
518060,518149,2212,1,17,9127,12
519110,519282,370,1,26,9889,5294
500250,500300,131,1,35,8160,89
500650,500451,131,0,31,8796,169
502102,502150,431,1,55,3585,4
501951,501851,441,0,27,4546,274
519115,519107,370,1,20,0093,1417
517091,517090,373,1,47,5848,22
500109,500111,323,1,20,8974,88
514196,514197,142,0,18,1164,630
500052,500053,557,1,23,8038,1067
514214,514195,355,0,27,0791,292
513076,513048,722,1,21,2952,466
515126,514301,353,0,33,6709,1
501150,501200,140,1,15,2633,2
513130,513186,332,1,22,3850,1106
501350,501500,142,1,30,4765,21
501702,501750,421,0,35,3677,13
514371,514381,283,1,23,9745,30
511281,502301,251,1,33,2500,167
501951,501853,431,0,20,9590,88
512061,512062,322,1,33,3007,5
502900,502850,150,0,33,2921,3
516249,516145,377,1,21,1414,130
514076,514377,283,1,21,0841,17
516079,519022,272,1,24,7371,617
500201,504016,131,0,36,5642,1
513157,513074,722,1,16,8720,147
519051,519052,306,0,23,5502,325
518188,518189,385,0,32,5846,3
514302,514303,353,0,37,8293,3
511429,511430,551,1,19,4096,37
502601,502651,251,1,27,3823,23
501200,501250,140,1,25,2585,26
519068,519070,306,1,27,4199,2054
514291,514292,385,0,34,2301,24
517032,517033,371,0,20,1134,214
516128,511309,271,1,23,3247,902
514206,514207,347,0,28,8682,15
501601,501001,437,0,18,5953,171
515015,515154,352,1,22,9343,574
519080,519051,302,0,15,1014,63
513214,513001,336,0,24,6092,107
518189,518119,385,0,25,6947,55
517083,517084,371,0,39,6078,7
502300,502201,421,1,35,1904,37
516171,515142,251,1,20,3368,140
501500,501550,140,1,17,7986,43
514213,514214,347,0,27,3193,3
501052,501100,140,1,35,9155,9
500350,500400,131,1,27,1785,161
514096,514098,283,1,31,5756,35
502750,503002,150,0,23,8261,1200
514548,514249,357,1,26,9313,148
514233,514204,347,1,18,5096,217
500353,500301,431,0,20,2183,264
516170,516171,2212,1,21,0712,8
515244,515197,651,1,27,3156,1120
516068,516066,272,0,38,8891,1
511222,511283,251,0,46,3398,1
516076,516079,272,1,22,8067,1163
501101,501051,140,0,22,3243,1
511335,511248,318,1,36,9573,20
511021,502201,217,0,27,0086,114
516193,511276,251,1,25,2948,74
512078,513252,321,1,31,2740,160
518113,518114,385,1,22,6038,784
511250,511264,311,0,17,5275,2
513162,514097,283,0,27,0735,29
600159,500159,140,0,21,1857,30
518171,518050,2212,1,28,1826,4
501500,501552,142,1,16,6580,67
516139,516138,377,0,23,2864,366
604017,604009,437,0,34,0829,6
500300,500350,131,1,30,4471,65
519067,519050,302,1,48,2035,3
516195,516139,251,1,25,3742,148
500051,600051,371,0,21,4656,1228
500251,500201,131,0,24,5756,981
514202,514232,347,1,28,0137,100
502313,511016,318,1,36,2157,4
514214,514215,142,1,28,0141,6
516233,501950,272,0,41,2583,1
500800,500850,421,0,54,8507,2
514381,514368,283,1,27,6617,20
514202,514232,142,0,21,2361,3
502351,512020,142,1,47,1262,19
511283,511277,251,0,32,6637,2
514233,514481,142,0,48,0165,1
516168,516169,2212,1,27,6793,6
514054,514055,142,1,28,5921,61
504009,500200,437,1,48,3451,12
514305,514381,353,0,21,5769,20
513132,513130,332,1,22,7512,2519
514095,514096,283,1,17,4302,62
514207,514039,142,1,38,1733,4
500156,514020,347,1,23,7867,331
604015,504015,283,1,25,7062,1722
516071,516069,272,0,19,1866,24
516146,516128,271,1,14,5636,1
511020,511256,318,1,24,7095,19
501652,501702,131,1,22,6386,189
504019,500200,431,1,43,4286,7
511339,511135,318,0,31,9490,53
504005,604005,333,1,32,6920,2634
514444,514475,385,1,39,0708,11
600161,500161,385,1,22,2359,5
514206,514207,142,1,33,8076,4
512023,502400,427,1,21,2010,37
511483,511407,3133,0,22,6474,310
514181,514182,355,1,44,6483,1
501500,501550,150,1,29,9024,421
519050,519068,302,1,21,2816,9
502751,502801,150,1,39,8833,84
500161,514367,353,1,21,3709,2186
503001,603001,282,0,18,7644,1067
502600,602600,150,0,32,7852,1671
500700,500650,131,0,26,3632,233
511341,511343,318,0,58,4590,8
502200,502300,431,1,31,5599,42
518060,518149,251,1,17,6733,270
500400,500602,437,1,27,7520,81
514152,514153,283,0,36,7990,27
501051,500163,140,0,35,4830,10
502103,502001,217,0,26,8429,327
515061,515012,352,1,29,2635,32
502650,502600,150,0,42,1810,4
516275,516196,377,1,16,1913,41
502051,501951,421,1,24,3040,274
519264,519109,370,1,15,3750,55
511221,511338,318,1,44,5051,2
513152,513153,283,1,47,6054,12
519135,519136,427,1,48,3880,1
501051,500163,441,0,24,8322,92
514415,514081,355,0,32,5217,8
514196,514197,355,1,43,2053,2
514157,514080,283,1,45,3803,13
502200,502300,421,0,19,4909,180
613316,513316,333,1,28,3997,337
502850,502800,150,0,33,4283,55
514183,514469,355,1,20,6108,4
514368,514369,283,1,28,1126,43
519164,519165,427,0,21,8148,239
514001,511282,251,0,36,8915,69
514308,514309,353,1,33,6048,1
500167,600167,385,1,27,2272,510
614432,618196,357,1,27,3470,6
515194,515126,353,0,26,6291,85
602600,602601,150,0,24,3090,5
500111,500112,552,1,9,2521,29
511221,511339,318,1,57,5826,16
503004,518058,251,1,25,1952,45
513009,513158,283,0,30,8204,76
516066,516063,272,0,45,3476,1
500751,500851,142,0,21,5003,41
516063,516061,272,0,32,8982,1
512164,512165,324,0,25,2194,675
501602,501652,131,1,30,5343,108
514432,514433,355,0,23,4871,4919
514210,514211,347,0,45,7273,1
514195,514196,355,1,59,8210,1
501450,501500,140,1,28,2815,27
513110,513014,332,1,34,9832,3
514182,514175,355,1,41,2838,1
517257,517195,370,1,22,9636,46
519093,519094,304,1,24,4212,4639
514055,514056,347,0,36,2107,8
511408,511100,3133,0,23,4289,43
512023,502350,142,0,37,1135,18
514405,514206,347,0,19,0317,225
514483,514206,142,0,9,8202,10
501950,502102,431,1,29,0626,9
501251,501201,140,0,38,4959,4
501701,501651,131,0,35,6274,4
511226,511033,3133,0,22,1634,168
513185,613185,332,1,20,3087,273
501401,501450,131,0,30,7949,1477
500602,500750,131,1,22,4082,216
517121,517122,377,0,30,2082,3
514369,514401,283,1,17,8100,9
517164,517076,373,1,26,9428,1636
500401,500353,131,0,27,2014,2566
519043,519112,305,0,29,3404,256
514232,514233,142,0,40,6200,1
517015,500058,376,1,25,9815,377
517196,517064,370,1,10,6097,50
513309,513215,332,1,29,4887,2
514039,514208,142,1,30,0662,7
514292,514293,385,0,48,2685,5
519270,519138,427,0,21,9731,8
514276,514174,355,0,12,8713,2
516232,516167,271,0,28,0553,1791
514076,514376,357,1,18,6875,114
519081,519082,303,1,23,4698,2681
501405,500353,431,0,23,5356,579
516144,516249,377,1,23,0993,2322
514021,514467,347,1,19,6005,18
501853,501753,437,0,29,5442,164
500450,500500,131,1,35,4850,8
516169,516170,251,1,22,8941,129
514212,514213,347,0,27,8770,1
517259,517072,376,1,46,4812,5
514426,514290,385,0,31,8745,32
502001,501951,441,0,26,8336,11
500750,500850,131,1,21,2368,384
501452,501502,272,1,31,7518,107
501403,501351,140,0,27,2016,21
502701,503005,150,1,27,7895,1269
516124,516195,377,0,26,6689,12
516196,516197,377,1,28,2977,4
519082,519083,303,1,27,1515,2506
600163,600158,441,0,17,0596,13
501854,501950,441,1,32,0353,38
500200,500250,437,1,23,3616,128
519068,519070,302,1,23,3512,1349
514213,514214,355,0,41,1457,2
514379,514415,355,0,30,1003,53
519108,519264,370,1,35,6162,14
514197,514198,142,0,11,7199,1
514309,515127,353,1,31,9000,5
514198,514199,142,0,2,2205,1
500601,500401,437,0,28,1785,85
500055,517214,375,1,23,1826,1649
502201,502151,217,0,35,7244,59
514433,514379,355,0,36,1626,8
604005,613316,333,1,27,1738,81
514176,514485,355,0,48,5427,1
511243,516254,272,1,37,3669,46
501300,501350,441,1,28,8887,13
511279,511284,251,1,36,5448,45
500601,500700,131,0,24,8956,52
513138,513136,336,0,26,4924,3444
514020,514021,347,1,24,7379,29
519110,519093,304,0,27,1088,4215
511016,511251,318,1,32,3873,19
514534,514202,347,1,45,1623,10
500850,501002,437,1,23,7279,127
500201,504017,437,0,50,1240,16
500110,500111,552,1,7,2412,14
512032,512033,322,1,20,1160,112
513167,513168,332,1,42,2391,5
600102,500102,2212,0,6,5142,6
500250,500300,437,1,25,4485,157
514367,514400,353,1,33,5096,6
514211,514147,347,0,8,9306,1
500058,500060,557,1,25,4541,1902
501852,501950,431,1,18,6984,17
601853,601854,217,0,15,4928,20
511430,511431,551,1,26,5139,819
513310,513212,336,0,32,8215,8
501002,501602,131,1,24,0757,25
517068,517259,376,1,25,4842,3390
511343,511136,318,0,41,1872,13
500400,500450,131,1,21,5661,185
602601,502601,452,0,26,3284,144
516235,516077,272,0,21,7130,18
501050,501100,441,1,26,3672,109
500163,600163,441,0,32,6905,296
514147,514212,142,1,25,1619,5
502102,502150,217,1,35,9387,38
515059,515060,353,0,22,0772,2221
519092,519081,303,1,20,1904,1915
517072,517171,376,1,34,5733,13
512035,512182,427,1,39,3827,106
500251,500201,437,0,26,7829,133
500751,500851,140,0,31,8032,37
501500,501550,437,0,20,4926,127
513318,513316,553,1,29,1091,64
501852,501950,421,0,35,9436,7
514113,513141,283,1,33,2016,10
600158,500158,441,0,20,6895,501
514432,614432,357,1,28,2040,124
517171,517172,376,1,35,0034,10
513159,513160,283,0,24,6466,61
514205,514405,347,1,24,1271,848
511132,511335,318,1,59,5821,11
514080,514082,283,1,54,3325,13
500060,500061,557,1,25,1724,4429
518119,518120,385,0,33,2115,3
512014,512181,427,1,35,8497,10
514208,514535,347,0,43,6859,1
511106,511469,271,1,28,7298,5209
519109,519110,370,1,21,9117,116
500108,500109,552,1,23,6118,193
500950,501351,142,0,26,2169,16
502700,502650,452,0,17,9104,22
501450,501500,131,0,27,3345,4
511346,511250,311,0,23,5670,5
516195,516139,377,0,20,8970,8
500058,517014,376,1,29,0844,19
518019,518112,385,1,28,7136,70
500056,517154,373,1,21,8863,922
504016,604016,431,0,18,9399,13
602101,502101,427,1,23,6230,2375
518187,514444,385,1,44,4237,4
512165,512166,324,1,28,8533,2407
